10000;0,0001;4;80;0,1;0,0;0;-5;
10000;0,0001;4;80;0,2;0,0;0;-10;
10000;0,0001;4;80;0,3;0,0;0;-15;
10000;0,0001;4;80;0,4;0,0;0;-20;
10000;0,0001;4;80;0,5;0,0;0;-25;
10000;0,0001;4;80;0,6;0,0;0;-30;
10000;0,0001;4;80;0,7;0,0;0;-35;
10000;0,0001;4;80;0,8;0,0;0;-40;
10000;0,0001;4;80;0,9;0,0;0;-45;
10000;0,0001;4;80;1,0;6,4;376;-56;
10000;0,0001;4;80;1,1;11,2;374;-66;
10000;0,0001;4;80;1,2;17,6;375;-78;
10000;0,0001;4;80;1,3;23,7;376;-92;
10000;0,0001;4;80;1,4;29,9;376;-110;
10000;0,0001;4;80;1,5;35,7;379;-130;
10000;0,0001;4;80;1,6;42,2;379;-156;
10000;0,0001;4;80;1,7;49,7;381;-192;
10000;0,0001;4;80;1,8;55,0;382;-228;
10000;0,0001;4;80;1,9;60,6;381;-277;
10000;0,0002;4;80;0,1;60,6;381;-297;
10000;0,0002;4;80;0,2;60,6;381;-318;
10000;0,0002;4;80;0,3;60,6;381;-338;
10000;0,0002;4;80;0,4;60,6;381;-357;
10000;0,0002;4;80;0,5;60,6;381;-378;
10000;0,0002;4;80;0,6;60,6;381;-398;
10000;0,0002;4;80;0,7;60,6;381;-417;
10000;0,0002;4;80;0,8;60,6;381;-438;
10000;0,0002;4;80;0,9;60,6;381;-458;
10000;0,0002;4;80;1,0;70,8;383;-657;
10000;0,0002;4;80;1,1;81,2;383;-1078;
10000;0,0002;4;80;1,2;92,7;384;-2914;
10000;0,0002;4;80;1,3;103,0;385;7454;
10000;0,0002;4;80;1,4;113,6;384;1725;
10000;0,0002;4;80;1,5;124,1;384;1015;
10000;0,0002;4;80;1,6;134,3;384;744;
10000;0,0002;4;80;1,7;145,9;383;578;
10000;0,0002;4;80;1,8;156,9;383;484;
10000;0,0002;4;80;1,9;167,7;383;421;
10000;0,0003;4;80;0,1;167,7;383;436;
10000;0,0003;4;80;0,2;167,7;383;451;
10000;0,0003;4;80;0,3;167,7;383;466;
10000;0,0003;4;80;0,4;167,7;383;481;
10000;0,0003;4;80;0,5;167,7;383;498;
10000;0,0003;4;80;0,6;167,7;383;514;
10000;0,0003;4;80;0,7;167,7;383;529;
10000;0,0003;4;80;0,8;167,7;383;544;
10000;0,0003;4;80;0,9;167,7;383;560;
10000;0,0003;4;80;1,0;182,0;382;479;
10000;0,0003;4;80;1,1;198,3;382;413;
10000;0,0003;4;80;1,2;215,4;382;364;
10000;0,0003;4;80;1,3;232,4;382;327;
10000;0,0003;4;80;1,4;248,6;382;301;
10000;0,0003;4;80;1,5;264,4;381;280;
10000;0,0003;4;80;1,6;279,6;381;264;
10000;0,0003;4;80;1,7;296,2;382;248;
10000;0,0003;4;80;1,8;311,4;381;237;
10000;0,0003;4;80;1,9;327,2;381;227;
10000;0,0004;4;80;0,1;327,2;381;233;
10000;0,0004;4;80;0,2;327,2;381;238;
10000;0,0004;4;80;0,3;327,2;381;244;
10000;0,0004;4;80;0,4;327,2;381;249;
10000;0,0004;4;80;0,5;327,2;381;255;
10000;0,0004;4;80;0,6;327,2;381;261;
10000;0,0004;4;80;0,7;327,2;381;266;
10000;0,0004;4;80;0,8;327,2;381;271;
10000;0,0004;4;80;0,9;327,2;381;277;
10000;0,0004;4;80;1,0;345,6;381;262;
10000;0,0004;4;80;1,1;365,8;381;248;
10000;0,0004;4;80;1,2;386,4;381;236;
10000;0,0004;4;80;1,3;408,8;381;224;
10000;0,0004;4;80;1,4;430,3;381;214;
10000;0,0004;4;80;1,5;450,9;380;206;
10000;0,0004;4;80;1,6;469,8;380;200;
10000;0,0004;4;80;1,7;491,2;380;193;
10000;0,0004;4;80;1,8;511,9;380;187;
10000;0,0004;4;80;1,9;532,7;380;182;
10000;0,0005;4;80;0,1;532,7;380;185;
10000;0,0005;4;80;0,2;532,7;380;188;
10000;0,0005;4;80;0,3;532,7;380;192;
10000;0,0005;4;80;0,4;532,7;380;195;
10000;0,0005;4;80;0,5;532,7;380;198;
